# xyscan Version 3.3.3
# Date: Fri Apr 13 16:04:24 2018
# Scanned by: starsdong
# Source: /Users/starsdong/Desktop/Screen Shot 2018-04-13 at 3.59.19 PM.png
# Comment: 
# Format: x y -dx +dx -dy +dy
-2	-0.00649541	0	0	0	0	
-1.80023	-0.00781651	0	0	0	0	
-1.60045	-0.00891743	0	0	0	0	
-1.40068	-0.00957798	0	0	0	0	
-1.20091	-0.0092844	0	0	0	0	
-1.00114	-0.00752294	0	0	0	0	
-0.801362	-0.00576147	0	0	0	0	
-0.601589	-0.00414679	0	0	0	0	
-0.401816	-0.00253211	0	0	0	0	
-0.202043	-0.00106422	0	0	0	0	
-0.00227015	-3.66972e-05	0	0	0	0	
0.202043	0.00143119	0	0	0	0	
0.401816	0.00311927	0	0	0	0	
0.601589	0.0053211	0	0	0	0	
0.801362	0.00759633	0	0	0	0	
1.00114	0.00906422	0	0	0	0	
1.20091	0.00943119	0	0	0	0	
1.40068	0.00869725	0	0	0	0	
1.60045	0.00737615	0	0	0	0	
1.80023	0.00568807	0	0	0	0	
2	0.00377982	0	0	0	0	
# EoF
