52772.2	28445.2	738.765	835527
58879.6	11023.2	1348.04	404950
33633.5	3125.92	1500.9	154937
15568	963.765	890.883	23539.3
6404.22	267.87	485.981	5005.76
3454.38	186.535	249.823	1469.83
1470.46	42.845	117.847	345.094
649.119	9.75362	55.767	100.965
301.925	2.3985	27.2811	37.1515
146.12	0.722228	13.6998	16.5431
